Company,Model,Year,Reviewer,Date,Title,Rating,Review
maserati,granturismo-convertible,2014,arcoog, 12/23/2014,A Dream Car,4,"Simply a great car that is so much fun to drive. It is unique and gets a thumbs up from the cars that come by.  As soon as you park, people come by to ask about the maserati. So far it has been very reliable though in cold weather the tire gauge setting goes on which is why I rated build and reliability at 4. However the maserati has a sold feel to it. My only complaint would be that they have not introduced a rear camera yet but I have heard it is coming in future additions. "
maserati,granturismo-convertible,2014,AJ, 01/29/2017,My Sexy Italain,5,"Hand built cars over a course of days by skilled craftsman doing a job for perfection as well as pride and integrity. The service process is just as detailed for a owner. Perfection and Satisfaction is a goal at Maserati.
"
maserati,granturismo-convertible,2014,Tommy2 Mas, 07/19/2020,A fabulous 4 person grand touring car with charism,5,"Be advised that your not buying this car for high tech. It has antiquated electronics but that’s totally overshadowed by the charisma of driving and the smooth music of the tuned exhaust. It’s truly a head turner. 
"
maserati,granturismo-convertible,2015,Michael Cunningham, 06/20/2017,An exotic car at a reasonable price.,5,"Great styling and fun to drive. The only after market accessory it needs is a backup camera , and Bluetooth The trunk is small but this is not the type of car that needs a lot of storage. A great value compared to other similar vehicles in it's class.
"
maserati,levante,2017,DW, 01/01/2017,Luv my Levante S,5,"Levante has it all, looks, performance and comfort. The growl of the engine puts a smirk on your face that will make you take the long way home.
"
maserati,levante,2017,Erick Grana, 03/03/2017,Italian delight!,5,"I have owned my Levante for 2 months now and I really love it. It is a great car and I get compliments all the time about its looks. Not having owned an Italian car before, it took me a while to get used to some of the quirky design features. Sometimes you wonder what were those Italian designers thinking. Like for example: there are no controls for the phone or the stereo on the steering wheel. Want to answer or hang up the call on your phone? Need to do it on the screen. Want to change radio stations or the volume on your audio? Need to go to the screen. Can get distracting while driving. Outward visibility is kind of restricted also. And, fuel economy sucks. But, there are so many high marks: comfortable seats in front and back, great riding and steering, good cargo space, gorgeous looks inside and out, and of course that sexy growl of the engine. All in all, I am extremely pleased with my Levante. I had a Range Rover Sport before, and I really liked my Range Rover, but I prefer the Levante now.
"
maserati,levante,2017,pdd, 02/28/2017,Would live in my Levante if I could,5,"I've had my Levante since November and I love getting in it every day. The engine growls like no other and people stop and take notice. Valets make sure no one parks around it either - always top billing. If you want a head turner that will LOVE you back, get the Levante. Gas mileage is what it is with a Maserati, but I didn't get the car for the gas mileage - I got it because when I got in it, I didn't want to get out of it. Buy it. You won't be disappointed.
"
maserati,levante,2017,Sue from Atlanta, 11/04/2017,LIKE A FINE ITALIAN LEATHER PURSE ON WHEELS...,5,"trading in a Porsche Cayenne this was a surprise gift from the husband. I have been wanting a Maserati for years since he purchased his first Ferrari....I was jealous!! I met him at the dealer to pick up his car that was being serviced when I saw the Lavente on the showroom floor. A 2018 that had just come in it was stunning. Dark blue in color with the most beautiful dark gray/dark tan leather interior it reminded me of a beautiful leather purse....Hey I'm a women what else would I think of. It had beautiful dark gray wheels that complimented the dark blue of the exterior. The dealer let me drive as many cars as I wanted (4 in all) before I decided on the one that first caught my eye. The smaller horsepower of the two models I felt it was fast enough for me to drive around town. The ""sport"" feature kicks it up a notch giving it that fabulous Ferrari exhaust sound. My husband was sold the minute he heard two things. It has a Ferrari engine and is chain driven. I fell for the gorgeous interior and loved the fact that the car raises and lowers a whole 9"" for ease of getting in and out. Not only am I a women but I'm old! And one last really fabulous feature this car has...if another car is passing you in your blind spot a light along with a ""ding""l goes off on the side mirrors of the car alerting you someone is there. A safety feature every car should come with. Go drive one and you will be sold!
UPDATE ONE YEAR LATER......
The car is still fabulous.....not one complaint or issue with it in the past year. I love that in a year I have only seen one other on my side of Atlanta. My old Porsche Cayenne was a dime a dozen. The gas mileage has leveled off at about 14-16 mpg. I rarely drive it on the highway this is mostly local driving. Every feature works just fine. The sound of the engine sold me then and I still love starting it up. It sounds just like my husbands Ferrari. I highly recommend this SUV.....one more thing I love the feature how the car raises and lowers by a full 9"" so it's very easy to get in and out of....especially at my age....it keeps me young!
"
maserati,levante,2017,Al, 12/01/2017,Service is HORRIBLE--Nasty people. Stay Away!!!!,1,"Dealer, Maserati of Bergen County, Rt 17, Upper Saddle River, NJ  is obnxious---service is horrible, never have loaners available, do not fix problems ( service guys will argue with you and say there is  nothing wrong). My battery is replaced almost every time I bring it in for service. Battery replacement is  their fix for everything,----only thing is the problems never get fixed.I had to start a lawsuit to try  to get anything done. They can't survive much longer. NYC dealership already went under. I will trade in my Levante ---- probably for a Porsche---now , before Maserati is out of business and their vehicles are worthless------just like a Saturn. 

I have brought it in for repairs (which have still not been  performed) about 25 times. HORRIBLE SERVICE AND ATTITUDE.  There is no one in service dept at Maserati of Bergen County until 10:00 AM, although they CLAIM to be open at 8:00 AM-----NO WAY!!!
When they finally arrive for the day, or part of the day anyway, they immediately moan and groan when you tell them whats still wrong with the vehicle----then the aggravation begins---and its endless!!!


WHAT A JOKE!!!!!

When I bought it, it would appear that absolutely no ""dealer prep"" was performed on my Levante (except for a car wash). When it was turned over to me it had a series of problems:
-each tire was inflated with a different air pressure ranging from 51 psi to 34 psi.Fortunatelythe sales person realized it and  had it corrected while I waited for my new Levante.
-steering column had a terrible vibration in it that I realized on my drive home
-interior lighting would not shut off when I got to my driveway
I called the dealership and literally had to ""beg"" the service department manager  to get the steering and lighting corrected and was told by him:
     -No loaners are available
     -I would have to ""wait "" for the car to be serviced. He did no know long it would take to make the repairs.
     -I suggested instead that someone pick up the car at my home and bring it to the dealership. He felt that was a really good idea!
     -A t first I was told the tires had to be rebalanced  
     -I was then informed that  the balance machine showed that the tires could not be brought in to proper balance and 4 new tires were requested from maserati but i would have to wait for their response. 
     -A few days later I was told that  it didn't need new tires and the existing tires were able to be rebalanced and the car would be ready that day. That didn't happen.
                        -no one called me for 2 more days 
    -Afer my Levante spent five (5) days in the ""shop"" I picked it up.   The service manager told me that since the vehicle sat at the ""shipping port"" for a while when it entered the USA, the tires became uneven. A simple rebalancing was now performed...the problem was fixed  and I was good to go. 
 (Not quite)
    - The problem still existed exactly as before and I had to get it over to your service people for the 4th time for the same problem.
Finally after 4 trys I was told that it needed new tires (around and around we go), BUT , Maserati had to approve it .........and lo and behold they finally did. My brand new Levante spent 15 days in the shop, seemingly spun around on a merry go round and after 4 trys  the steering column and lighting finally were repaired.
"
maserati,levante,2017,David Handler, 01/07/2018,sold after 5 months,2,"My wife drove a BMW X5 for 6 years, and this last August we traded it in to lease a Maserati Levante.  Last week, we took at $20,000 loss (got $13,000 for the trade in and had to pay more than $7000 to get out of the lease) to get out of the lease, and bought a new BMW X5.  So many problems with the Levante.  Most of all, the controls are terrible.  You can't see/read the stick behind the steering wheel that controls the wipers without leaning over the steering wheel.  The button on the steering wheel doesn't switch between your preset radio stations, but only scans all stations!  To go to your presets, you have to use the touch screen:  hit radio, and then reach out to touch the station (or use the wheel between the front seats).  Either way, you have to take your hands off the steering wheel.  The engine turns off when you stop at a light, but the dealership told us we can turn off that function.  True, but every time you start the car you need to click through 4 menus on the dash to get to the spot to turn it off, and then click back to display the speed digitally!  Huge nuisance.  I am 5'9"" and drove with the drivers' seat as far back as it can go.  What would someone do who is 6' or taller??  We found the seats to be relatively narrow and tight, and my wife is only 5' and 105 lbs, while I'm 5'9"" and 170 lbs (i.e., we aren't big people).  We got leather seats, but if you reach between the console and seats (e.g., when you drop your phone in between), you feel/see that they put cotton in that area rather than finishing off the seats with leather.  There are heated seats but no hard button to turn them on and off-- again, back to the touch screen (go to main menu, hit ""controls"" and then hit the seat heater buttons).  The seat heaters turn off after 5 or 10 minutes, so you need to repeat those steps to turn them back on (assuming you put your screen back to radio, Apple Play or navigation in the meantime).  Turning radius is not good-- we had a hard time turning into parking spaces without backing up.  This became even more apparent when we got the new X5 this week-- we really see the difference in the steering between the X5 and Levante.  Also since our first snows here in Chicago in December, the X5 handles far better than the Levante, which we always felt sliding.  We spent around $80k on the Levante and hated it so much that we took a $20k hit to get out of our lease and avoid driving this car for 3 more years (took a 39 mo lease).  The X5 has none of the deficiencies mentioned above.  Everyone thought the Levante was cool, and valets always parked it in front of the restaurant, but it was a terrible experience for us.  I was considering a Maserati Gran Turismo to replace my BMW 650ix convertible next year, but not after this experience.
"
maserati,levante,2017,M Hanson, 07/23/2017,"amazing car, a few issues",5,"I bought the top engine Levante S with zegna interior and loaded. Topped out at $101K, which is a great price as compared to a cayenne turbo for example. I previously had the new quattroporte GTS with the big engine. The Levante S drives extremely well, and I don't miss the extra hp of the QP. The levante really drives like a sedan and doesn't feel like an suv. Few issues: the ac system stinks, as it is too hot when should be cold etc. The parking system with video cameras in front turns itself off when one gets really close (!) so one has to go back and manually reactivate--annoying. So small problems I hope they will sort out in the subsequent model years. Highly recommended.
"
maserati,levante,2017,QC, 12/14/2016,The Maserati Lavente Is As Beautiful As The Ghibli,5,"I believe this Lavente  May take away sales from the Ghibli but not many.  If you compare both vehicles side-by-side there a different experience altogether.  Certainly, you cannot go wrong with the Gibli as it continues to be a stunning, luxurious and comfortable ride. The Lavente has most of the amazing featurs and appearance as the Ghibli and also has more room inside. Personally, I think it's a tossup! Both are amazing and much better than many of the other cars in their  respective theaters. If you are considering the Ghibli luxury sports car,  I would suggest you take a hard look at the SQ4.
"
maserati,levante,2017,Arman M., 06/25/2017,Pure Luxury,5,"I have a Ghibli and Levante they both are amazing cars. Levante is the best SUV I ever had. Love the sport future when you go fast on the road is lowers the car suspension and make you feel like you are driving a sport car rather SUV. At some corners Levante takes a better turns than my Ghibli. It is much better car than any other luxury SUV's. The technology is unthinkable. There are so many little details that I learn something new on daily basis and get amazed how they thought of every little detail. Words can not describe, it's better to drive once then hear me talk about it.
"
maserati,levante,2017,Ivan Miller, 01/14/2018,Great SUV,5,"My wife traded in a Porsche Macan S for a base Levante with full leather. The seats are most comfortable we ever sat in. She had BMW X-3 with M-Sport PKG and that seats were very narrow...yes the inside side of front seats have fabric, so did Porsche. The Sport feature is awesome. I have a Dodge Charger and noticed the steering and NAV are from same supplier....people who complained no steering wheel controls, read your manual lol...like my Charger...radio controls are also on the back of the steering wheel...volume, mute, change stations...plus voice activation lets you control phone, radio and climate control. Of course, this is limited production car, so dont expect 25 loaners waiting for you. But also, you can pull into a lot with 25 BMWs and your the only Maserati...  :-P
"
maserati,levante,2017,Wes, 04/09/2018,Do not buy it!,2,"The paint is beautiful unless you drive it and in 5 months and 5,066 miles I have over 30 chips in the paint! The stereo sucks, the front tires rub the inside of the front end when I go in reverse and a really nice rattle at 20 miles an hour lets all know I am coming home! Hit the gas and go.... yes except for the delay before it decides to go! At 70 I can feel the road in the steering wheel and the gas pedal... don't worry the squeaking breaks do stop on a dime!  The best part is I am the ""only person in the world to have these issues"" I have been told. They gave me a temp Levante that was new and had to get jumped 3 time in a 24 hour period before they took it away.  So don't worry go buy one because I am the only one who has any issues at all....  My answer to the problem was presented to me... trade it in and buy a better Maserati!!! Sure I guess the $20,000 I will lose in the trade is just the cost for thinking I was getting a badass Maserati!
I hit the wrong year mine is a 2017.
"
maserati,levante,2017,Robert LaFantain, 02/24/2017,Best Vehicle I've ever owned,5,"I've gotten buyers remorse in the past when buying a new car, but not with this one.  It's pricey but every day I find something new to love.  I've owned it for 2.5 years and it's the best thing I've ever driven.  It's a joy to drive every day.
"
maserati,levante,2017,Winston, 08/03/2019,Rides like a sedan,5,"After test driving a Range Rover Sport and Levante on the same day, my wife and I both liked the Levante significantly better.  I particularly like the rear seat legroom, much better than other SUVs in its class; it's a great car to go out to dinner with another couple or your teenage kids.  My wife never enjoys driving my Cayenne Turbo, but feels much more comfortable in the Levante.  We've had our Levante S for almost 2 years with no issues.  I was a bit worried about owning a Maserati, so I bought an extended warranty, but in hindsight, this car is very well built, engineered, reliable, and the interior finishes are awesome, so probably didn't need the extra warranty.  In contrast,after numerous trips to the service department, totaling over 60 days last year, our friends just gave their leased 2017 Supercharged Range Rover Sport back to the dealer under the Lemon Law, and that $120K car will be taken to the junkyard and crushed.
"
maserati,levante,2017,stace5677, 01/12/2020,Good looking but full of problems...,2,"While it’s a nice looking SUV, I’ve had nothing but problems in less than 2 years of ownership after purchasing new...namely air suspension system went out and had to be fully replaced, and embarrassingly squeaky brakes.  This is my 2nd Maserati and likely the last.  Although I had no issues with the first one (Granturismo), I only owned it for less than a year.  For a 6 figure car, this is just unacceptable - Maserati service refuses to do anything about the squeaky brakes, and I can’t get my sales rep to return my call.
"
maserati,levante,2017,Erika, 02/07/2018,Lavante vroom vroom,5,"Awesome car to drive but recommend getting the sports package versus base model. It's well worth ther extra cost for the ultimate maserati experience.
"
maserati,levante,2017,Critchell, 11/13/2016,Its not your mothers car,5,"This is a great looking SUV.bought the car in champagne color really fabulous. As with all new cars there is a long learning curve without a lot of guidance from Maserati. This car gets the number one spot in valet parking. A true treat to look at and drive.
"
maserati,levante,2017,Jim, 03/09/2018,Bad to the bone,5,"Love, Love my car, great ride, love everything about it!
"
maserati,levante,2017,RP, 12/17/2016,Had to have the Levante,5,"Wanted to own this toy, got it for Christmas!
"
maserati,levante,2017,Sam Zirk, 01/10/2018,Great car,5,"THE GOOD: I love the roar on this car, for people who want a quiet car, this is not it. Looks amazing. No frame door windows. Heated steering wheel is a great feature. Self starting is very convenient. Great handling. Very good in the snow.
THE BAD: Can’t permanently shut off 'start and stop' feature. No seat cooling. Need to press accept on the screen every time you start the car, even Lexus corrected that. For calls, need to press the button to talk on cell every time entering the car, it should let you automatically, so annoying! Start button is on the left side, most people are right handed.
CONCLUSION: Great car.
"
maserati,levante,2017,LJ, 04/05/2019,911 to Levante,5,"I’ve had 5 Porsche’s and it was a risk to go to an suv for me. My husband constantly complained when he had to get into my 2013 911. After test driving several sporty suv’s, we chose the Levante. The interior is gorgeous. The Levante has the speed, the looks, the vroom-vroom that makes it feel like a sports car but is way more comfortable. Much more so than the Porsche SUV. We always took our Tesla or my husbands Chevy Silverado  (never the 911) for road trips, but now the Maserati is our favorite. It’s so easy to pack the back with luggage and go! It’s Our favorite! Even our two dogs like it.
"
maserati,levante,2017,Matt C, 10/26/2020,"Ultra-Luxury Driving Experience, Exceptional Deal",5,"The depreciation is fierce on Maserati's but the driving experience is exceptional. 

I made it a goal to buy a Luxury car - a step above BMW/Mercedes/Lexus - something I could feel proud of driving around in. My choice was between a 2017 Porsche Macan S and 2017 Maserati Levante. I went with the Levante for a number of reasons and have enjoyed every minute owning the ride.

LOVE:
*Interior space, comfortable seating - Passengers love riding in this car, it's spacious with cooling/heating seats.
*Ferrari-built Turbo V6 Engine - Acceleration is satisfying, the Italian sports car / Ferrari engine noise when your accelerating.
*Dynamic suspension - A unique feeling to feel your car move up-and-down for an optimal driving experience.
*Cooling seats is a neat feature.
*Front of the car is honestly sexy af. I love the look of the grill vs a Range Rover or Porsche Macan/Cayenne. Back is mediocre - I'd prefer at Range Rover in styling if you're looking at the back or side of the car. Side of the car with the signature ""Maserati vents"" are nice.
*Driver's experience - Truly feels like driving a sports car but it's an SUV.

CONS:
*Infotainment is a little bare, ApplePlay makes a big difference. 
*Maintenance is expensive, especially if you go to a dealership. Need to buy mostly OEM parts if you want to fix anything as 3rd-party parts don't really exist.
*Trunk isn't huge but it's serviceable if you need to carry around large items.
*Not worth the original $75-$100k+ price tag. Value depreciates around 50% by year 3 or 4 of the car, I purchased at nearly 50% value at 3 years and 45k miles - very satisfied with my deal.

If you're shopping for ultra-luxury car brands - Porsche, Ferrari, Maserati, Range Rover, etc -- look at something 2-3 years old with low mileage. The depreciation has leveled off and that's when you can find some real diamonds. 

Purchased my Levante during the 2020 COVID-era, deals were abundant and I felt like I found the best deal on the planet buying this car. Listed for around $38k on Edmunds via an online-only dealership called Shift.com, the Levante came with 45k miles / no accidents / Base model. 
"
maserati,levante,2017,Mike, 07/07/2018,Does anyone else have poor paint quality?,4,"I have a new 2017 Levante that has spots under the clear coat on the paint.  Some of the clear coat is pealing but the other spots appear to be primer contamination.  A high end paint shop says the entire car needs to be stripped and repainted.  I am taking it to Walnut Creek Maserati next week and will see what they say.  Only 4,000 miles on it, I like the way it handles and drives.  Nice fast car, 14 MPG.
"
maserati,levante,2017,CAM, 08/24/2018,Disappointed,4,"Overall the car is nice. The performance is good, although it feels like the turbo lags when starting to accelerate. The engine is always wanting to be pushed. Sport mode is fun. The exhaust noise and climate control(fans) make the noise level a bit unpleasant. I was sold on the exterior styling and a short test drive. Also liked the idea there are not many of them on the street. Had I had more time to test drive the car, I would not have leased it. There are many good options at this price level. Now I am upside down on a lease and will be regretting my decision for the next three years.
"
maserati,levante,2017,john doherty, 10/24/2016,Treat yourself,5, 
maserati,levante,2017,Best Car Ever!, 06/25/2020,My BEST CAR EVER!!,5,"I have been a big BMW girl all my life, but I have to say my Levante blew them all out of the water!  This car is fun to drive, handles well in the mountains, rain or shine I trust this car to get me where I need to go. Absolutely no problems ever and the compliments never end.  I hear ""that is the most beautiful car I have ever seen"" at least  several times every month. If a person could be in love with her car, it would be me and my Levante. :) 
"
maserati,levante,2018,Danno1, 02/17/2018,Exotic SUV?,4,"I have had my Levante for one month. My last car (Jaguar XFR) is a great comparison for someone who needs an SUV but wants the performance of a sports car. The answer is yes and no. It's not a sports car, BUT, you get the thrill of one. Firstly, the reviews you read are usually about the base Levante. Which is crap. The S is a real Maserati though.You shouldn't buy this car if all you care about is cargo space, tech, finish etc...etc... You only buy this SUV if you want a thrilling ride because you care about the engine. I've never owned a maserati before, but I can tell you the following: This car is more thrilling than a 510hp Jag. It's all in the exhaust and Ferrari engine combination. Somehow it works better than the Ghibli and the Quattroporte (I test drove both) because it's an SUV. So.... Positives... after about three hours you learn how the car performs, and using the best in class (by far) paddles, and/or the sports mode, you learn that this car is a real Massa, and a cousin of Ferrari. This is where this car begins and ends. I test drove the Macan GTS (amazing) and the Cayenne S (fine) and they were both great, with better finish to interior* and tighter handling, and at around the same price. But here's the thing, neither had any personality whatsoever compared to the Levante S. The handling was tight and controlled but boring. I'm no race driver, but I understand my cars, and the Levante S is an exotic amongst SUVs because of the engine, handling and exhuast note. You'll need to pay a LOT more on insurance for a Levante because it really is an exotic. The negatives on this car are that every reviewer has mentioned that it shares buttons with jeep etc. but I've never known anyone who shops for this car who's even sat in a Jeep. Anyway I can tell you that the tech. is fine (compared to a 2016 mercedes e400 cabrio that my wife drives) and the interior looks more luxurious than any porsche, but to touch, porsche wins. Here's the thing, if you want a luxury suv but don't care about performance, than forget this car. If you want performance AND luxury, the only cars better than this are the Porsche Cayenne Turbo and/or maybe cayenne GTS. The thing is, they just don't have the exotic feel of this car. This is a drivers car, not a driver's, partner's car. 3000 revs and the exhaust expoldes like a Ferarri engine should, and it will blow you away. Now another downside. Maserati after sales are [non-permissible content removed]. Another one, it's insurance group is the same as Ferrari, Lambo, Aston etc. even for a V6 production SUV so be warned. It's worth it, but be warned, you're not buying a Lexus. Oh and it drinks gas like CRAZY.
"
maserati,levante,2018,Paul, 03/21/2019,Buyers be ware 2018 Maserati Levante,2,"Buyers be ware 2018 Maserati Levante
If you are thinking of buying or leasing a Maserati read this first
This is a 4 month review, I wanted to drive the car for a while before giving my opinion of the car and of my experiences to fellow car enthusiast who might be in the market for a sports SUV.  
The buying experience was as good and easy as expected from a dealership of this caliper. Helpful sales staff, water espresso, the works.
The Levante: The car started falling apart the first week of ownership. Plastic windshield molding literally came out and started flapping about the first time I got on a freeway.  On top of that the USB port didn’t work at all. Being disappointed I took the car back to the dealership and the sales person drove with me to service and told me that all will be taken care of. The service dept. gave me a loaner and I didn’t hear from them for 4 days. Finally I called. They told me they were waiting for parts for the stereo system. It had to be completely replaced because of a short in the USB port. When I picked up the car one of my rims and tire was damaged. It had a 3 inch gash. Of course service manager said that it wasn’t them, but agreed to fix the rim only not willing to change a brand new but damaged tire. 3 days later molding popped out again and I was right back again.
I have since made 6 more trips to service department for various noise/parts reasons. Service manager refuses to fix factory defective brakes. Brakes make a lot of grinding/squealing noise when braking. Service department is not what you would expect at a Ferrari. Its 10x10 ft room with a kitchen, sofa, tv and a coffee machine and it doubles for employee break room. Also Ferrari service doesn’t have any loaners. One of the times I was there I had to rent from Enterprise and now they broke it off with rental companies and it has became impossible to get a loaner. Service manager tells you to expect a call when loaner will become available and weeks go by without a phone call.  Ferrari service center in long island gets 1 star at best.
Cons:
1. Noisy/squeaky brakes (factory defect)
2. 1 second delayed acceleration (better in sport mode)
3. Transmission gear shifter constantly gets stock and is very hard to get into the right driving mode. Pops into Reverse instead of Park or N instead of drive. 
4. Infotainment screen auto dimming and brightness adjustment for day/night doesn’t work
5. Standard speakers produce very plain and empty sound especially at low-mid volume, not very loud at full volume.
6. For the exterior size of the car the interior accommodations are very tight and trunk is smaller than most sedans.
7. Very poor communication and customer service Long island Ferrari/ Maserati Service center
8. Eats a lot of gas, even in eco-mode (ICE MODE) 350 miles per 20 gallon tank
Pros:
1. Air suspension provides a better ride quality on New York roads.
2. Infotainment system is lag free well thought out. Easy to use while driving.
My advice is stay away from Maserati cars and especially from NY Long island branch.
"
maserati,levante,2018,Milco, 06/06/2019,Best car I have purchased so far,5,"The quality of the interiors is outstanding. The car came equipped with all the Adas (Autonomous driving Level 2). Concerning the road holding, equipped with 4 Pirelli Sottozero, she has been lake effect proof (I live in West Michigan). Honestly on dry I cannot even get close to the limit without risking to get my license burned. Concerning the engine, well it is a Ferrari engine, anyway my Levante towed my race car several times even down to Georgia, I have experienced plenty of torque and towing at 70mph (this is the max speed I can publicly declare isn't it?) the transmission temperature always remained in the normal range, even in summer. I never did any serious off road, but driving in some muddy road, so I cannot express any reliable judgement, even if the pneumatic suspension allow to adjust the height from the ground allowing pretty deep fords. The downside of buying this car is the fuel economy, she does everything (even racing in a track) but you just need to feed her. An other characteristic which should be improved is the storage volume which is slightly bigger than my previous Lexus RX350.
Unfortunately we have been hit by a violent storm, so I could test the off road quality of the Levante using the vehicle to clean my propriety: I could tow a cart full of wood uphill of a wet and steep trailer without any issue
"
maserati,levante,2018,Rob, 11/19/2018,Sport and luxury under one roof,4,"After owning BMW X5’s, Porsche Cayenne S and Macan Turbo, the Levante is more luxurious but drives much heavier and feels like a bigger SUV.  These other cars were better driving cars. Engine sound is great but sounds better than it performs, although it performs very well. Priced too high vs competition and resale value and gas mileage are poor.  Dealers offering huge discounts which tells you something. Having said that, it is a great combination of sportiness and luxury and it’s styling stands out. No service required over the first 4 months.
"
maserati,levante,2018,TJ, 03/18/2019,Nice Vehicle But There Are Better Choices,4,"As previous reviewers have posted, this is a nice vehicle but there is nothing that is truly outstanding. First, it looks and feels great upon entry. This vehicle  exudes a very simple refined elegance. Driving in sport mode is a must. The ride quality is nice but not overtly intrusive. The technology is fine but is a bit dated as there is no TFT screen nor heads up display which is disappointing. The breaking and the suspension are extremely capable. The exhaust note is quite nice and in sport mode the baffles open up when idling but upon acceleration, they close a bit so you get a great but not overwhelming exhaust note.  Also the seats although nice are not as functional as other in this class as there are no thigh / side / shoulder bolsters. The rear space is also capable and provide more than enough room for a long weekender or the empty nesters. Quite honestly, this vehicle feels more like a super refined QX70 which I really enjoyed but per the competition, the BMW X6 50i, Audi Q8, and Cayenne S will offer more / better technology, much better seating and a sportier ride.  This being stated, this vehicle has it own niche environment and there are some great deals as sales are very sluggish.  Also note any vehicle in this class will take a major hit on depreciation and will prove in the end to be a gas / maintenance hog. Hope this helps!
"
maserati,levante,2018,Jones, 05/14/2018,Our Levante GranSport from Essence Maserati,5,"Brace yourself. This vehicle is not for the timid. In sport mode it roars. It handles like a sports car but is as plush as a luxury vehicle.
"
maserati,levante,2018,EF_PA, 02/29/2020,Excellent Driving Machine,5,"I own the base model 2018 Levante and am very pleased with it. It all depends on what your priorities are. It is a great looking SUV, unlike anything else on the road. It stands out.

It handles better than other SUV's out there and the Ferrari designed base twin turbo engine is plenty for me.
The inside materials are just fine, the look is like no other SUV, so I am very pleased with the Levante. 

Good work Maserati."
maserati,levante,2018,Al B, 08/14/2020,"Nice engine, poor overall engineering",2,"On my test drive before purchasing my Lavante I was impressed with the pick up and driving characteristics. I like the variable height and suspension technology. 
However, the transmission is clunky, brake pads and rotors need to be replaced every 10,000 miles. I’ve had a problem with the plastic trim pieces (and fake chrome) falling off while driving and going through the car wash. Overall I think there are better choices for a performance SUV. 
"
maserati,levante,2018,Albert S, 03/12/2020,Great SUV,5,"I’ve owned every high end SUV’s.  This is as good as many but better than most!  It’s a 2018 purchased new and now has 26,000.  Just put new tires on it.  I plan on keeping it awhile , I usually trade ever two years or less but plan on keeping this one! 
"
maserati,levante,2019,Newt Clark, 04/23/2019,Looks different than all the rest.,5,"The interior is great. Hand stitched soft leather. The seats are very comfortable. The exhaust sound great like a Ferrari as the engines are built by them. Very agile and easy to handle. The technology is very good and easy to operate. It has off road capability with adjustable air suspension and hill decent control.
"
maserati,levante,2019,Portofinoco, 09/01/2020,Top quality SUV,5,"We have owned many suv's from Audi to Mercedes. This Maserati is by far the best looking and performing. The interior is beautiful and looks like its made of quality materials. The hand stitched soft Italian leather cooling/heating seats w/ embroidered logo feel and perform amazing. The engine that is manufactured by Ferrari is powerful and responsive. The signature exhaust sound is music to your ears. Being somewhat of an audiophile I love that Maserati has a B&O sound system that is better than any other upgraded sound we have had in the past.Go test drive this beauty and see for yourself, we will definitely purchase another once Maserati starts manufacturing everything in house starting in 2022. 
"
maserati,levante,2019,Greg, 09/08/2020,Blown Away,5,"I went from a 2014 MB CLS 63amg and didn't think I could find an SUV that would make me this happy. The CLS was/is a great car; comfortable, fast, fun to drive etc. but with the miles hitting 100k it was time to swap.. Needing a bit more space, I was looking at the SUV's in this space; Cayenne, G63, Rover Sport SVR were the ones I was leaning toward and then at the last minute I drove this one and it was all over.

The V8 in this car not only sounds great but it such an incredible flexible and overall pleasing motor that I just can't drive it enough. On top of that, the ride is so smooth and so tight I don't even remember my CLS.

Quality so far has been great, no issues (new car) but fit and finish are excellent... Yes, it doesn't have the mega-computer sized dashboard of the Audi/MB/BMW/LR etc. but what you get is a very good intuitive technology with a motor that blows the others away. Smokes them, period.

Best vehicle I have ever owned. 
"
maserati,quattroporte,2005,roman615, 03/01/2015,How to buy a Maserati,4,"Just bought a 2005 Maserati. One of the best cars ever! Styling is amazing! Drives like a dream. So many people say bad things about this car and they may very well be true. However, buy a low mileage older car where the kinks are already worked out and you get a Ferrari for the price of a Ford. Will it cost more to maintain? Sure. But the driving experience is worth every penny! Mine has 38K miles and there are a few idiosyncrasies but I wouldn't trade it for anything. Say what you will but I will be smiling from ear to ear as I pass your BMW, Mercedes, Audi, or whatever. If you are wanting a true enthusiast's car that looks as good as it drives, this is it!"
maserati,quattroporte,2005,forspam, 10/14/2009,Worst Quality EVER,3,"Bought with 9,000 miles and 12 months left on warranty. More time with Ferrari/Maserati Houston than driving. Throw-out bearing/seals warranty replaced but clutch plate not covered ($1000 part). Software problems=failed plugs ($1000). Failure both fuel pumps ($3,500). Door mechanism failure, plus numerous trips to get transmission software upgrades. Car has total 15,000 miles on odometer. Even the most trivial parts are special order from Italy.  I will NEVER buy an Italian car again."
maserati,quattroporte,2005,Murrayr1, 12/11/2005,Not Ready for Prime-Time Player,3,"I may be the only person in the US to own two Maserati Quattroportes. My first had multiple problems that included sensors, transmission and finally the main computer; all in the first three months of ownership.  OK, anything is possible with a new model, right? Maserati of NA gave me a new one and I had the transmission re-built (clutch and throw-out bearing) same as the first.  The dealer bent over backward to help. Corporate gave me a song and dance about wanting to study my car and  then sold it without disclosing the problems.  Beware, the ""clutch is a wear item"", 2500 to replace (they did mine free due to 3k miles) and , ""good for 20k mi"" (srvce mgr). Not disclosed."
