Company,Model,Year,Reviewer,Date,Title,Rating,Review
alfa-romeo,giulia,2017,Robert T, 01/01/2019,Fantastic car,5,"We have 5 in our family, two 2017’s and 3 2018’ not a single issue with any of them. So happy with our purchases!

Update: Now owning the Giulia Quadrifoglio for 2 years, I have to say it's still a fantastic car. With just over 50,000 miles on the odometer, I can only complain about squeaky brakes when they're cold. Other than that we love it so much we have also purchased a Stelvio and another family purchased a Ti Sport Giulia, making a total of 7 current Alfas in the family now.

July 2020 review. My Quad now has 74,458 flawless miles. I have only done the routine dealer recommended maintenance. I must say, after 3 years of ownership and nearly 75,000 miles, this car still puts a smile on my face every time I drive it! Our Stelvio Quad has been flawless as well. Out of the 7 total Alfas in our family, the only major issue has been one of the TI sport needed the passenger seat belt buckle replaced. Something made it trigger the air bag warning light. Warranty covered it with no hesitation. I am still 100% happy with my purchase!  
"
alfa-romeo,giulia,2017,Giulia Quad, 12/24/2017,Great Car QUAD rocks!,5,"Bought this car for a airport/errand car and find myself driving it more than my 488 or Huracan and even full sized RR.  Just a blast to drive and I've owned every brand under the sun many times over.  From $50-$400k.  This car is just blast and fun to get up and go.  I own Quad so cannot speak to other models, but this is the one to own.  Great car to have a blast and not worry about where you are parking it like Ferrari.  Just a great daily.  Thinking about dumping my new RR and just use this car instead.
"
alfa-romeo,giulia,2017,Pdean, 09/01/2017,Fastest car ever.beats old c43 and c class mbz,5,"Very quick in rwd....awd seems slower..lthr seats best in lifetime...controls similar to fiat 124 abarth..trunk kinda smallish...easy to get in.out of...nite lights colorful...more Alive than c300 coupe I had for five mos ...cheaper price than mbz snobs...more fun than mbz c class!!!! Light and much more power!!!..
"
alfa-romeo,giulia,2017,Dr. K, 07/25/2018,Run as far away as you can,1,"2017 Gulia is a piece of junk. Alfa will not take responsibility. Car has been at the dealer more than my driveway!!
"
alfa-romeo,giulia,2017,Stu, 09/17/2017,Gorgeous Car,5,"People keep asking my wife if it is a $100,000 car.  Great value for a little sporty car, and she loves it.
"
alfa-romeo,giulia,2017,Mark, 12/12/2017,Litte Italian sweet heart,5,"Wow!  What a great value.  Handles like a mini Ferrari.  Just got the car so I'll need some saddle time to really provide a better review.  Looking forward to the saddle time!!
"
alfa-romeo,giulia,2017,Helen, 12/19/2018,WORSE AND MOST UNRELIABLE CAR I HAVE EVER DROVE.,1,"I have an alpha Romeo guilia for a year now and it has been in the worse car experience of my life. The car has been in the shop almost every month. I’m tired of driving a loaner and I wished I could enjoy the expirience they talked to me about but at this point this is the last time I’ll ever drive an alpha Romeo. Between tires, blue tooth not working, defects on the paint from manufacturers  that they don’t want to repair, work time loss because the car wasn’t functioning properly, the broken head lamps broken that happen out of nowhere, etc...the excuses they have every time something goes wrong with the car and how the car wasn’t ready to be brought up  to the US standards as if this is my problem that they weren’t ready to come to the US. I ask them to put me in another one to see if I finally could enjoy the experience they lie to me about but instead they say there was nothing they could do for me.  So DON’T WASTE YOUR TIME, MONEY OR SANITY in getting one of this cars.  The worse experience I have had in a car in my life.
"
alfa-romeo,giulia,2017,Craig, 01/11/2018,A reason for the COTY from Car & Driver,5,"Great car, more than good value. We have the best of options . Only car the  wife is really comfortable driving.
"
alfa-romeo,giulia,2017,Mike, 01/15/2019,Great driver's car!,5,"Real driver's car, blows away the competition.
"
alfa-romeo,giulia,2017,A, 10/23/2017,CAR WITH excellent perfomance and comfort,5,"CAR WITH excellent perfomance   and comfort
"
alfa-romeo,giulia,2017,Tony M, 01/14/2020,Disappointing reliability and quality,3,"2017 model year has gremlins 
"
alfa-romeo,giulia,2017,Leighton Salmon , 11/13/2019,FRUSTRATION!!!,1,"Be aware of lights showing up, does not start at times, many trips at the dealership .
"
alfa-romeo,giulia,2017,Jake , 08/28/2019,Can't believe it!! This one hit a great deal.,4,"What a car !! this thing call alfa romeo Gulian.very happen to own Q2 rear wheel  drive. Comfortable ride. Good on fuel economy ⁰ fun To Drive. 
"
alfa-romeo,giulia,2017,James, 01/13/2020,Everything you could want and more.,5,"Own a 2017 Alfa Romeo Giulia TI with NAV, Harmon Kardon, Driver Assistance Package. I have owned Mercedes, Porsche, Audi, BMW, and other premium cars. This Alfa is one of the best cars I have ever owned. It will make you fall in love with driving again. Not sure if the complaints are just other manufacturers people making false claims or if they are real, but after three years, no problems. If there are any drawbacks at all, it is limited rear seating space.
"
alfa-romeo,giulia,2017,Kim, 02/09/2020,This car is a dream!,5,"I leased new and plan to buy at end of lease. Normally would never do that but can not stand the thought of parting with this car. It is the only car I have ever felt was an extension of me in terms of responsiveness. It does exactly what I want when I want. It has had no issues at all. My only complaint is that it doesn’t have Apple car play or a Mac system with real time traffic. 
"
alfa-romeo,giulia,2017,crc2020, 05/02/2020,What a great car!,5,"Engine - amazing performance from a 4 cylinder!  Smooth shifting through all gears this car has delivered the best driving experience I have owned.  The DNA feature really does make a difference depending on which you select, when in ""D"" mode you really feel the true power this car can deliver.
I get questions and compliments about the car all the time.  It looks great and for the money is truly a unique, fun and interesting car to own.  I have 10K miles with no issues so far except a factory recall.  
"
alfa-romeo,giulia,2017,James, 06/16/2020,Giulia TI. Best Sports Sedan I have ever owned.,5,"2017 Giulia TI Lusso. Full leather package, navigation, blind spot warning, Bi Zenon, Harmon Kardon, wood trim. Stromboli Gray. I have owned many ""premium"" brands like Audi/Mercedes/BMW and others. This car outperforms them all. If you are looking for a sports sedan and do not drive this car, you are a fool.
"
alfa-romeo,giulia,2017,wsmith, 08/17/2020,Guilia Q4 is awesome!,5,"This car is fantastic.  If you are looking for a 4 door sports car, look no further.  20k miles so far with no issues.  
"
alfa-romeo,giulia,2017,EMC Atl, 09/27/2020,Great car,5,"Had a number of cars to include BMW and Mercedes. No question this is best car of the lot. I bought it new and have 78,000 miles. Only been in for oil changes and a few software updates. Given past cars included several Alfa's I was skeptical but optimistic. Car is exceptional reliable and a pleasure to drive. Far more entertaining to drive on back roads and highway driving is equal to quality ride associated with other luxury brands. The most pleasant  surprise has been the reliability. Power from the base model is more than sufficient. 
"
alfa-romeo,giulia,2018,DMF, 09/29/2018,The real real on TI sport 2018,5,"So many positives on this car. Looks, fantastic; had doubts about red leather, on silver. Dark 5 hole wheels with yellow calipers upgraded to qv wheel and Michelin tire package- fantastic. Also chip tuned to 350hp. After 4 bmws, 4 Mercedes, 3 Porsche’s, 5 AUDI’s— this is the most fun car in ages. Last 5 AUDI’s, great luxury, safety, marginal handling including last S6. Alfa is a joy to drive. It’s one of those ,”take the long way home cars.” Or let’s just take this drive to , “wherever” just “ because.” The AUDI has greatest info and technology ever, but I don’t drive the info screen. So for kicking back, cruising, sleepy drives- get the AUDI , MB, BMW. To DRIVE , Alfa has no competition. Finally; was concerned about reliability; 7,500 miles— just gas and air pressure checks; that’s it. Oh; and did I mention that grown , mature men just stop and drool over the thing; sometimes I embarrassingly have to squeeze through admirers  to get to the car and leave. Also doesn’t hurt that my grandson is convinced it’s a Ferrari.
"
alfa-romeo,giulia,2018,SJMST, 01/26/2018,Review by Actual Owner,5,"I see a some reviews by people who decided not to buy. I did lease one, and here's what I think.
I have 3,500 miles of flawless performance on mine. 
 
This car turns heads. People stop to chat and ask about it. If you want to blend into the background, maybe it’s not the car for you. From every angle, it looks properly proportioned. The interior is beautiful, and is there a more striking logo than Alfa’s? I say “No”
Best for last. Driving it.  It’s not a weekend toy. I commute interstate, NY to NJ every day. Forty five miles each way. Hence the need for the adaptive cruise and forward collision warning. This allows the car to stop and go on its own in bumper to bumper traffic. Nice.
When the roads are open, and that happens even in NY, it is wonderful. The chassis feels carved from stone,  yet is somehow compliant over rough patches. It is inexplicably able to take curves flat at speed yet still be comfortable. This is not a big car. It is in looks and feel more like sports sedans before they became heavy and bloated. The Giulia is light and quick and instantly responsive. My 2002 BMW 3 series 5-speed was something like that, but this has that beat.

Get an Alfa.
"
alfa-romeo,giulia,2018,David, 10/28/2018,Great car,5,"I have 7k miles on my 2017. There have been two recalls for software updates but no mechanical issues whatsoever. This is a great small sedan, agile, comfortable, fast and beautiful. Best steering, shifting and suspension of any non sports car that I have owned. Flat out beats the 7 and 5 series BMWs I have owned as well as the Jaguar XKR, and MB E cars I have owned. One minor complaint- the front seat a bit to short but understandable from a design viewpoint.  Again, no mechanical issues at all. I love this car.
"
alfa-romeo,giulia,2018,Johno, 12/25/2018,Any Excuse to Drive,5,"I have passed 10K miles on the car with zero problems (other than a minor glitch with radio presets fixed with software update).  This is effectively a four door Ferrari for a remarkably reasonable price.  The acceleration and handling are nothing short of supercar stunning.  You look for any excuse to drive it: the most mundane errands are just a blast.  The comments and stares at every parking lot add to the exotic car ownership experience.  And yet the car is completely comfortable and civilized as an every day driver.  My spouse was an exec for a Japanese car company so I was spoiled with new primo quality cars every two years and we also have other Hondas, Nissan/Infiniti's and a Lexus in the family and the Alfa is every bit their equal in build quality, fit and finish.  And, oh by the way, the Montecarlo Blu on my Quadrifoglio has a depth and sparkle beyond any other blue that I've seen on any other car on the road -- again more like a super-exotic than others in the class, and the comments of strangers confirm this.  I had apprehensions because of the exaggerated unreliability reputation, the truth has been, instead, bulletproof to date.
"
alfa-romeo,giulia,2018,AlfaForever, 04/18/2018,Best Kept Secret,5,"Once you drive it, you will get out of the car handing your wallet and keys to your trade to the dealer as you will not possibly want to get back into your old car. My Giulia is my 15th car in 23 years.  I had been researching for months a replacement for my E350.  I have had all the Germans and a few Asian cars along the way, nothing like my Alfa.  It goes like hell, turn the wheel and it follow your lead.  So much power, yet very efficient.  My local dealer was running great lease deals and until the Alfa I have not ever leased. Went to the dealer late on a Saturday night and drove the Giuila and Stelvio back to back, it was game over. I don't recall the last car I had that was so much fun to drive. I also love that it is unique and few others have them.  Also appreciate that with a couple of packages it as all I need and the standards list is long.  It has leather seats for example that so many of the competing cars offer at a hefty cost if at all. I am also a big guy over 6' and have ample legroom and am very comfortable inside. Within a week, my huge panoramic moonroof decided it was not going to open anymore.  Took a week to get appointment at the dealer.  The dealer does not offer loaners which made me apprehensive but they made the repair and had me on my way in a couple of hours with a wash.  Few weeks back, went to leave in the morning and the trunk would not even open, the car was dead.  Alfa customer service was very nice, tow truck came and jumped the car.  I have not ever had to call roadside let alone be stranded by a car and was very angry about it.  Headed to the dealer, they could not find anything wrong, washed the car and had me on the way.  As soon as I opened the roof and got some music going on the fantastic Harman Kardon system, I could not stop smiling.  The car is quirky but has so much character.  The Mercedes dealer where my last car was serviced was so nice, fantastic service, appointments within hours as needed, free loaners and free car washes 5 days a week.  The Alfa dealer is nowhere near that caliber but they are trying very hard and it is evident those who work there are passionate about the cars.  If in the market for a sport sedan or SUV, go drive the Alfas, you will not be disappointed.
"
alfa-romeo,giulia,2018,Bob, 01/30/2019,Owner for just over a year,5,"I love to drive this car!  I live over 300 miles from the dealer so I was really nervous to buy and be stuck so far away from qualified help. I have not been disappointed. First the warranty allows for towing from anywhere for the first 40K miles. So there is peace of mind right away, but I have not needed it.  There have been 2 or 3 minor recalls, I would expect some given the new platform.  And they have been handled at my convenience and  taking the car to the dealer is a fun drive.  The car handles and hugs the ground,  flat cornering at speeds no other car I've owned could deal with.  Reliable fun to drive and safe.
UPDATE 2/2020 Still love this car a joy to drive and no reliability problems.  I have just over 20K miles.
"
alfa-romeo,giulia,2018,Maupiti, 01/26/2018,Amazing vehicle,5,"I compared my loaded Giulia Ti Sport with other sports sedan I owned and recently test drove (Audi A4 and BMW 3 series, Maserati Ghibli). The Giulia gives a different feeling when you drive it and everyone obviously is highlighting the driving dynamics and the handling of this vehicle, but I want to stress its engineering and its quality control, that are usually exposed to old cliche' from people who actually nevere owned an Alfa or maybe had a bad experience back in the '80 so are not updated at all. The Giulia has a brand new engineering and platform and doesn't share anything from Fiat/Chrysler group. A profusion of aluminum and carbon fiber is used throughout the vehicle and the engine, steering and trasmission are a masterpiece. This, added to the racing expertise of both Alfa and Ferrari combined in this new project, reflects how wonderful is Giulia in and out. The seductive exterior design and the driving pleasure are both taken for granted by now (considered the best looking sedan with the best handling in the market) so I want to describe its quality: the interior is refined with the Luxury package added. Fit and finish is perfect, no noises coming out during the ride and the parts assembly is very accurate. Reliability has been incredible so far, not a single issue (even beating my Subaru which had a minor issue right after the purchase and a few annoyances during the time I owned it. The glitches reported on some of the earlier test models have been resolved by software updates few months ago and I purchased mine already with the SW update. In my ownership experience so far I can say that it is the best sports luxury sedan I've ever had and everytime I take it for a ride is a big pleasure for me! One last suggestion for interested buyers: pick a Ti Sport with full leather package and 19"" rims. The exterior and interior style and feeling improve a lot!
Finally, I wanted to address the negative ""predicted"" reliability that some automotive magazine and blogs like CR are always mentioning: I suggest to keep current and have a look at what is actually going on with updated surveys in Europe, where Alfa Romeo has been present continously, and actual consumer ratings, not to mention the Motortrend and Car and Driver most recent tests that lead to awards:
https://www.whatcar.com/news/reliability-survey/
http://www.jdpower.com/.../Giulia/2017/consumer-reviews
http://www.motortrend.com/.../alfa-romeo-giulia-2018-car.../
https://blog.caranddriver.com/a-brief-treatise-on-what.../

UPDATE on 01/2019 after 14k miles: not a single issue, perfect reliability. I couldn't be more satisfied.
"
alfa-romeo,giulia,2018,Fred deNapoli, 12/17/2018,Breakthrough!,5,"If Ferrari were to build a 4 door sedan, it would be much like this car.  This new generation of ALFA sedans is that good.  As a die-hard BMW enthusiasts for over 30 years, a former BMWCCA club racer, PCA National Instructor Corp member, I've been around the block a few times.  There is not another mass produced sedan in the world I'd trade for my Quadrofolio, period.  Not only does it have a 500+hp Ferrari engine, world class and dynamically adjustable chassis and suspension, killer brakes, a largely carbon fibre body, Ferrari paddle shifters, but an articulating front spoiler (another first in a road car) that all combine to literally run circles around the competition.  But the best part, by far, has been largely overlooked by critics and public alike: balance and steering.  The car's light weight makes it feel super agile...plus, with the engine well back in the car it's blessed with an enviable fore and aft weight distribution.  Anyone coming from say an S4 will find this an epiphany and you may well hear a chorus of angels at your first entry into a bend at speed.  But still the best is saved for last.  The steering rack, straight out of a Ferrari 458 Italia, is nearly 40% faster than any production sedan.  You simply look into a corner and this four door, 5 passenger Ducati just carves effortlessly following your line of sight with remarkably little steering input.  THIS will be the most memorable characteristic of this remarkable vehicle long after the spine pinning, soul crushing acceleration runs up through the gears have become routine.  If you want the best sedan on the planet, go test drive one.  But be careful, this thing is pure, uncut, automotive crack.
"
alfa-romeo,giulia,2018,Lois Schreiner, 09/26/2018,Finally - The Car,5,"Have owned quite a few cars, but this is the best yet.  This car does everything well.  Quite surprising because there are some negatives posted.  Not this car.  Does everything as advertised.
"
alfa-romeo,giulia,2018,Dude11, 03/26/2019,Great Car!,5,"Waited for the 2018 model year came out.  Not a single issue with the car ever.  My car is used heavily for work.  I have had it for a year now and it has 27,000 miles on it.  The AWD handles great during inclimate weather.  Only real complaints are the seats get a little uncomfortable during my long trips between Illinois and Tennessee and the trunk space can be a little challenging.
"
alfa-romeo,giulia,2018,Burt De Mill, 05/20/2019,A Sedan for those that still love to drive!,4,"Tremendous style and performance for the price point! Some early '17 models had numerous software bugs that seem to have been ironed out in my '18. A car that enthusiasts (the few of us left) can enjoy. Crisp handling, strong low end torque, great brakes, pulls hard for a turbo four. Not for the Camry fan; it's not about trunk size, cup holders, or video game size display screens. But for those that still love to drive, it ranks very high on my list, and I've been fortunate enough to drive some terrific performance cars over the years. Some hard, cheap plastics in the interior (Alfa, upgrade the shifter and backup camera please)  At $43,000 out the door, the best car bargain I've come across. Much more personality and character than my previous C300 and BMW 335i, and still rare even in Southern California.  If grabbing the keys on a sunny day and cruising down a country road with some Italian flair appeals to you, this is your car!
"
alfa-romeo,giulia,2018,DaveK, 03/27/2019,Drives great - zero issues!,5,"I knew the car was an amazing drive right away. I drove it right after a 328i and the difference was night and day. But I was terrified about the reputation of Italian cars. But I sorta ""had to have that car"" so I got a 2 year lease and held my breath. A year in, I have been plesently surprised. It is a normal newish car. Nothing has broken, nothing squeaks or rattles, the adaptive cruise control works as I would expect in an Audi or BMW and it still looks and drives great. Style isn't free and the backseat and trunk are smaller than competitors but the leather covered dash and open grain wood are to die for. And the thing drives like mad. I love this car.
"
alfa-romeo,giulia,2018,Jack, 07/04/2018,Love this car!,4,"Had an initial problem with the turbo (replaced), but the dealer was fantastic and provided me with a brand new Mercedes GLC300 as a free loaner.  The last 7000 miles have been flawless  (9000 overall).  It's my second Alfa and being Italian, reliability issues are expected.  I will say this though, my wife's Mercedes has had five service trips in the first 20k miles, including four recalls and brakes replaced under warranty.  From my experience, the Mercedes has been less reliable than the Alfa.  I read an earlier post about the sunroof, mine has stopped several times but is easily fixed...the fix is easily found online and takes about a minute to reset.  I love the car and will get another Alfa when the lease expires.
"
alfa-romeo,giulia,2018,John E, 06/14/2019,Best car in segment. home run!,5,"I am a bit of a sports sedan junkie.  I have own many cars in this segment (BMW 3 series and M3, Audi A4 and S4, C class)  over the past 15 or so years. Though I have only owned my Giulia Ti for less than two years, I think it's safe to say that it is the best performing and most reliable car I've owned. The only problem I experienced was the infotainment system being a little slow when i first purchase it. The dealer updated the firmware and its been great ever since. Every other car I have owned (all but one purchased new) had at least one or more mechanical or electrical issues by the 2 year mark.  I leased mine to be on the safe side but I am fairly confident I will be buying the Quadrifoglio when my lease expires. Alfa Romeo has made a believer out of me.
"
alfa-romeo,giulia,2018,Armilano, 06/21/2019,In love!,5,"Being an Alfisti for over 20 years, I couldn’t wait until Alfa came back to the US. And boy did that hit a grand slam! I know I am biased to Alfa but I genuinely can’t find anything wrong with this car. The looks! Men women and children all stop to look and ask about it. I have a Misano Blue ti and it turns heads daily. The engine and tranny are perfectly matched! The ZF 8 Speed took some getting used to but now I am in heaven with it. The handling is superb, period. I have the Q4 and it performed great in our rough PA winters. I let a few friends of mine that owned a performance car shop drive it and they were blown away by the bang for the buck. They are German and Japanese car specialists and were convinced the Alfa Giulia is the steal of the century. My wife is sold too, she now has her heart set on a Stelvio. If driving dynamics is your first priority than look no further than the Giulia. Test drive the competition first and I guarantee you will agree the Alfa is far superior. The back seats are a bit tight, no biggie for me. There are a few rattles on the interior, I just don’t care! The driving experience is just that good. Gas mileage is as expected for such vehicle. Although I always have mine in Dynamic mode. Reliability has been fine, zero issues. If you are considering a Bimmer, Benz, Caddy, Acura or Lexus, give Alfa a test drive. You won’t regret it!
"
alfa-romeo,giulia,2018,Supersix, 05/03/2019,Fantastic Car,5,"Have had my Misano Blue Giulia for 3 months.  Still find myself glancing back at it.  No issues what so ever. Car is a joy to drive.  It eats up the miles on longer trips.  Quiet, fast, fun, efficient.  Does it all.  Back seat is tight, and larger types might not be comfortable in sport seats.  Front is very low to the ground.  Great care must be exercised around curbs and steep approaches.  Great build quality.  Interior is probably not up to German standards, but everything works like it should, and in the background.  Came out of a BMW 135 is. The Alfa runs circles around the BMW in the handling department, and is nearly as quick.  Feels like much more than 280 horsepower.  All in all very happy so far with the car.

Update.   10/18/19.

Car has been flawless, and continues to put a smile on my face every time I drive it.
"
alfa-romeo,giulia,2018,AlfaOut, 03/27/2018,"The Good, the Bad, the Alfa",3,"If you want a flat-out sports sedan, and worry about nothing else, this is 100% the car for you.  It will drive better than anything else out there.  However, if you want something you can drive daily and not have to worry about breaking down, then this is not the car for you.  Here are the pro and cons: Pros: Best handling.  Period.  Cons: electrical controls will intermittently work and/or not work.  The vehicle is missing sensors.  There is an intermittent smell of something burning--burning oil and/or rubber smell.  This is either not found by the dealer, and/or a dealer will tell you ""something"" needs to burn off.  There is a warranty--great, but when the electronics and burning smell appear, the dealer AND Alfa itself has no idea (or flat-out-lies).  The warranty therefore is useless.  They will try to fix it, but either not find a problem because it's intermittent, not find it, or claim it ""may"" be working as designed, manual and common sense to the contrary.   Overall, a great car, but not ready for ""show-time.""  The dealer network is deficient, poorly-trained, and Alfa itself is clueless.  The driving dynamics are not soo great or that much better than a BMW, Audi, or Jag to warrant buying/leasing this vehicle.
"
alfa-romeo,giulia,2018,Davey, 07/14/2018,"No problems, drives amazing, looks great",5,"I'll keep it short. I loved the car when I drove it and was terrified of reliability. So I got a short (24 month) lease. I've got 3K miles and the car has been flawless. Solid, fast and quiet. Not a squeak, smell or rattle. I know 3K is still early but I have been reassured that there haven't been ""little"" issues that might be leading indicators of future bigger problems. Beyond that the car is a joy to drive and so fun to be around. My neighbors think its exotic and wonder if I won the lottery (they have no idea that my lease is in Honda Accord range). Downsides? The non-sport seats are a bit unsupportive and the navigation is outdated (so I use Google Maps via Android Auto). Other than nav the infotainment isn't bad (although Audi is better). Sensor features like adaptive cruise control are surprisingly good (I sort of figured Alfa wouldn't do that well). Front collision sensor is a little too sensitive but that's minor. Net-net I love this car and feel like I discovered this brilliant secret.
"
alfa-romeo,giulia,2018,A.S., 12/02/2018,"Great looks good performance and handling, BUT...",3,"People admire the car's looks; I like its performance, handling, acceleration, braking..and style BUT the car has assorted technical flaws/obsolete features -- for example,  memory doesn't control mirrors; auto-brights don't work; camera is low resolution, poor contrast, image too small. The WORST is the lack of integrity of the body -- the front bumper disengaged -- Alfa Customer Service insisted that scratches on the bottom (it's a low car) voided any warranty; I discovered my friend has the same problem.  If anyone reading this has the same problem, please email me at as1947mail@gmail.com   Customer service treated me so shabbily that i will likely seek to file a class action suit.  I had bumper re-done at my expense (Alfa would not pay) and affixed it properly and adequately.  Think long and hard before you buy or lease this vehicle, and don't rely on Customer Service. it is a sham.  At least now, I have the front bumper property and securely affixed, no thanks to Alfa which pretends the defect doesn't exist.
"
alfa-romeo,giulia,2018,Ronald Salemme, 10/14/2018,Disappointed,3,"Great handling and performing car. A classic style that no other car can match for this price. A true drivers car. It’s too bad that the quality doesn’t match the rest of the car. Problems from day one through the last four months. Now in the shop for several days while they try to figure out the current problem. Sorry but I can’t recommend this otherwise great sports sedan.
"
alfa-romeo,giulia,2018,Joefred L. Tolentino, 07/30/2019,Ay least it looks good.,1,"Coming from a person who owned 7 M-B in 15 years maybe I’m expecting too much from an auto manufacturer who services there vehicles at Dodge/Chrysler/Ram dealers, with that said I test drove the Giulia and love the handling and the way it drove and I still like the way it drives when I have the car since I owned it for 10 month and it has spend around a month broken for different things, now the car has a loud noise in the front suspension over some big bumps and while making hard left turns and 2 different dealerships can’t fix it, and to get a loaner it has to be first pre approved by FCA then Im stuck driving either Ford Escape or Dodge Caravan, I have a 50k+ Sport Sedan and get a Caravan every time it breaks and every time I get the car back still broken and first time with a dirty interior and my headliner with grease stains, then they scratched the front bumper and to make it worst they don’t fix it, so I HATE THIS ******* car. FCA you suck. 
"
alfa-romeo,giulia,2018,Gary Winkler, 03/03/2019,Bad Bad Experince,1,"After 6 months, center screen on the dash went out. Took 6 weeks to repair. Didn’t receive a call from Corp or dealer for 5 weeks! Horrible experience! Returned the car under the ‘lemon law’. Alpha doesn’t have a clue what customer service means!
"
alfa-romeo,giulia,2018,DavidH, 05/10/2019,Alfa Romeo Stelvio,2,"Beware of Alfa Romeo Customer Care....worst I have experienced in 45 years of car ownership
Many continuing electrical issues
"
alfa-romeo,giulia,2018,Sam S., 09/02/2018,Like driving loaner cars?,1,"Because that’s what you’ll be spending most of our time in. 1000k miles - brakes bad, trim loose, throttle controls bad, engine bad.
"
alfa-romeo,giulia,2018,Phil Baffa, 06/30/2018,Ciao Bella!,5,"This is the hands down best handling car I’ve ever owned! It’s top of the line. Engine is flawless. I would say if you own a Quadrifoglio you would agree that it feels more like a $200,000 car than an $85,000 car. I have Porsche owners come up to me and surprisingly tell me that the q.v. is faster than their Porsche. Not the 911 turbo of course. It eats M3s, AMGs and just about every other car you would see in a normal everyday drive. There is absolutely not a single car that could match the performance of the Alfa and still cost less than $150k. Molto bene! If your looking for an actual engine performance car then there is nothing close. Is the interior as nice as a Bentley?  No. Does it handle good in snow? No. But niether does 99% of the cars that are sub 4 seconds 0-60. It’s got 510 HP...Why is Alfa being judged harshly to such a high standard when BMW and Mercedes have had a 30 year head start and just got punked in Alfa’s first production of saloon cars? Viva Italia! Forza Azzuri!
"
alfa-romeo,giulia,2018,Regina D, 12/20/2019,Car Enthusiast can only say WOW!!!,5,"My passion is cars and I love German engineering.  However I did stray try Range Rover, great cabin and Lexus IS350 is a true delight.  But in the end, I went back to what I love.  In 2018 the Giuilia caught my eye.  I thought, now isn't this one sexy beast?  I took the Sport Ti AWD for a test drive and immediately I fell in love.  I could not get over how well the car handled or how it went for 0 to 60 in the blink of an eye.  For the 1st time, I felt invincible on the road (I know, ridiculous statement, but it's nonetheless true)  I remember getting out of the car, thinking ""how is this possible?""  This is not a German car, I don't understand.  This new Italian car just rocked my world.  I knew right there an then, this would be mine.  I've had the car now 21 months, and I can tell you every single time I turn the engine on, my heart skips a beat.  I get excited every time I see her.  She handles like no other car I've ever driven.  Hands down the most comfortable seats.  Oh, and she is one beautiful car and turns heads everywhere it goes.  I refer to my Giulia as the poor man's Maserati, because the car is just that good.  

There is only 1 complaint, and that is the infotainment.  It shuts down without warning and you loose your Car Apple Play.  As much as I do not like this flaw, it doesn't change my love for the car.  My lease is up in 2 months, and I will upgrade to another Giulia Sport Ti AWD.  I seriously LOVE this car.  Please note, the Giulia was my 18th brand new car in 36 yrs of driving, and this is the 1st time I will trade in for the same exact vehicle, right down to the color volcano black.  Black on black with red calipers, because one does need a pop of color.

If you have a passion for cars, please take the car for a test drive, just to see what I am talking about.  I promise you, it will WOW you.  
"
alfa-romeo,giulia,2018,George, 04/07/2020,Just fabulous,5,"I bought my totally loaded 2018 Lusso used, and I have about 8000 miles on it, 17,500 total. Best car I ever owned, including Mercedes, Jaguar, and a pretty great Sterling 827 SLI manual (how’s that for a rarity). The looks, handling, power, transmission and interior are without peer. The interior approach, which locates the screen within the flowing dashboard, eliminating the rectangular blob in the center of the car, is the best styling approach I have seen. The car is not without some issues, mainly needing periodic software updates (why can’t everyone follow Tesla‘s lead and do over the air software updates?). Also, I’m not fond of the runflat tires and no spare, which seem to be the modern trend. I will be replacing them with regular tires and a flat kit as soon as they wear out. I have driven and number of the Alfa models, and I should be clear: the TI Lusso model with the optional dynamic packages is the sweet spot. It includes a wonderful interior if the right color combination is selected, better leather for the seats,  leather dash and top of door panels and 18” tires - the 19” tires on the sport model will have too many flats and too harsh a ride. And the trunk is pretty narrow and not terribly accommodating. But I do have the advantage of a terrific dealership in White Plains, New York. All that said, the power, responsiveness, handling and the spectacular exterior and interior make for a most enjoyable ride. 
"
alfa-romeo,giulia,2018,M Pechette, 01/14/2018,Not ready to give it a chance,4,"I was comparing to an Audi A4. I have had 3 A4 over the last 10 years and they have been practically trouble free. The Giulia is a delight to drive and has more unique styling than most cars on the road. It handles very well and is exciting to drive. But I each of the Giulia's I test drove (drove 3 different cars over 2 months)had some glitch that the salesman said just needed a software update. Why would you have any new car on your lot that needs an update? Nevertheless, I would have given it a fling if the dealer had been more aggressive on price. Ultimately, given the uncertain maintenance outlook, I was not going to pay a premium for the Giulia. And my Audi dealer made a great deal to keep me loyal, so I have my 4th A4.
"
alfa-romeo,giulia,2018,I, 05/13/2020,Great ride,5,"Driven it for around 15k. It is a great fun to drive. Sure, the interior is not quite as nice as it could be but if you like driving it is an easy tradeoff to accept. Absolutely zero issues so far and no regrets.
"
alfa-romeo,giulia,2018,Al Papp, 01/22/2018,Don’t blink,3,"This is a nice build for Italy. Unfortunately for myself and I weigh 167 lbs the bolstered seat are not adjustable on the part where you sit. It was the most uncomfortable seating I ever had in an automobile. For that amount of  money. You do do not get a loaner vehicle for oil changes etc. and the waiting area is sub par compared to Lexus, Audi, Mercedes etc. Apples to Oranges 
Just because it’s car or the year ,it does not give them the right to think they have what everyone wants . Better options elsewhere considering all the factors. "
alfa-romeo,giulia,2018,RT Jackson, 05/26/2018,Giulia Sport,5,"Love the overall vehicle
"
